popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
35,0.00721,0.551,667973,0.531,0.000868,0.135,-9.054,0.0495,82.36,0.546,Blues
51,0.2,0.427,240733,0.883,0,0.105,-1.936,0.102,159.91,0.724,Country
43,0.0354,0.794,373377,0.625,0.871,0.0654,-8.396,0.0549,113.996,0.187,Electronic
61,0.148,,462267,0.788,0.625,0.0977,-5.611,0.0425,142.584,,Rock
62,0.000456,0.519,190707,0.892,0.000525,0.572,,0.113,174.027,0.559,Rock
60,0.00798,,185960,0.843,3.10E-05,0.112,-4.238,,91.979,,Rock
73,0.232,0.848,181948,0.649,0,0.101,-6.083,0.315,118.04,0.629,Hip-Hop
56,0.0601,0.559,258693,0.343,0.138,0.1,-13.072,0.0424,120.4064967,0.183,Rock
56,0.651,,,0.37,,,-16.651,0.035,,,Country
57,0.00018,0.448,,0.927,,,-3.244,0.061,,0.687,Rock
61,0.0725,0.641,-1,0.792,0.513,0.175,-6.453,0.0272,87.069,0.67,Rock
,0.959,0.0667,,0.0338,,,-26.563,0.0474,,0.0376,Classical
65,,0.531,216067,,0,0.0716,-4.95,0.0352,124.578,0.424,Rock
65,,0.829,-1,,0.00148,0.171,-4.329,0.0966,130.04,0.762,Rock
36,,,460613,,0.975,0.108,-20.82,0.0386,120.4064967,,Jazz
65,,0.506,,,,,-6.11,0.11,,0.549,Rock
,0.763,,,0.459,,,-10.446,0.0304,,,Rock
68,0.083,,-1,0.824,0,0.21,-4.039,0.0524,161.981,,Rock
66,,,190280,,0,0.111,-3.347,0.039,92.967,,Rock
30,0.806,,306333,0.67,0.913,0.121,-9.736,0.0297,95.109,,Jazz
34,0.00477,0.758,,0.479,,0.107,-6.791,0.0868,92.003,0.652,Jazz
50,0.0722,,,0.901,,0.14,-6.311,0.038,93.98,,Rock
50,0.101,0.53,231640,0.504,0.000633,0.106,-6.71,0.0251,120.4064967,0.56,Country
57,0.968,0.573,115827,0.235,0.0198,0.105,-16.982,0.0426,79.578,0.834,Rock
55,,0.409,258373,,0.118,0.116,,0.085,166.001,0.473,Rock
26,0.77,0.81,153093,0.524,1.03E-05,0.161,-9.77,0.0339,130.214,0.949,Blues
42,0.239,0.669,217778,0.736,0.000169,0.598,-3.223,0.0602,145.061,0.494,Electronic
54,0.257,0.69,329627,0.877,0,0.14,-4.074,0.264,92.165,0.779,Hip-Hop
36,0.937,0.0874,-1,0.0169,0.773,0.108,-32.245,0.0478,85.068,0.05,Classical
59,0.214,0.599,239613,0.869,0.129,0.108,-4.874,0.0277,90.088,0.637,Rock
79,0.0149,0.921,191252,0.467,0.000238,0.334,-8.443,0.119,135.995,0.287,Rap
60,0.758,0.35,-1,0.293,8.21E-06,0.104,,,96.685,0.162,Rock
62,0.0711,0.753,193093,0.594,0,0.391,-9.486,0.0816,112.568,0.562,Rap
55,,0.547,243933,,0.000659,0.312,-3.839,0.0452,114.053,0.532,Rock
55,,0.622,,,,0.0954,-7.971,0.0269,90.082,0.496,Country
42,0.458,0.368,-1,0.395,3.66E-05,0.14,-14.067,0.0296,101.564,0.466,Blues
51,0.000273,0.616,-1,0.985,0.000145,0.111,-1.598,0.0832,109.979,0.487,Rock
61,0.498,0.523,241507,0.366,0,0.094,-14.069,0.0331,142.814,0.291,Rock
56,0.0632,0.705,241947,0.75,0,0.146,-4.558,0.0522,77.817,0.392,Rap
,0.517,0.668,,0.477,,,-8.709,0.0358,,0.0966,Rock
52,0.0178,0.878,251667,0.651,0,0.0408,-8.074,,92.028,0.102,Rap
46,0.866,0.47,320520,0.22,1.07E-06,0.113,-11.727,0.043,156.109,0.349,Alternative
77,0.167,0.491,189187,0.867,0,0.458,-2.313,0.103,167.965,0.602,Rock
64,,0.39,330533,,0,0.379,,0.0676,177.515,0.584,Rock
64,0.0217,0.858,247613,0.76,0,0.322,-7.895,0.254,93.082,0.951,Hip-Hop
53,0.00277,0.612,,0.666,,,-5.866,0.0317,,0.353,Rock
51,0.147,0.44,201076,0.649,0,0.105,-8.465,0.0925,187.783,0.405,Rock
70,0.0557,0.678,213402,0.76,0,0.359,-5.546,0.221,96.044,0.24,Rap
56,0.0238,,313533,0.694,0,0.0344,-5.184,,96.458,,Rock
56,0.92,,260840,0.289,0.00011,0.124,-9.83,0.0268,108.098,,Rock
55,0.238,0.593,204467,0.41,0.587,0.117,-9.722,0.0239,120.4064967,0.27,Rock
54,0.0593,0.608,,0.863,,0.228,-4.87,,150.029,0.476,Rap
33,0.377,0.519,-1,0.374,0,0.0767,,0.0272,111.336,0.422,Blues
,,0.426,,,,0.0951,-5.828,0.0398,88.088,0.219,Rock
61,0.504,0.461,168920,0.714,0.0171,0.684,-9.159,0.313,94.372,0.454,Rock
62,,0.564,168094,,1.15E-05,0.168,-6.578,0.0442,79.99,0.32,Rock
55,0.324,0.705,191280,0.813,0,0.347,-4.522,0.116,120.4064967,0.843,Rock
46,0.281,,,0.724,,,-5.142,0.0892,,,Electronic
49,,,,,,,-8.624,0.0386,,,Country
42,0.000128,0.442,290547,0.793,0.000305,0.227,-5.465,0.029,149.958,0.313,Alternative
47,0.0135,0.162,369338,0.517,0.246,0.116,-8.214,0.0631,173.743,0.109,Blues
54,0.000314,0.503,177240,0.741,0.574,0.44,-5.672,0.0357,120.998,0.544,Rock
80,0.381,0.642,195053,0.782,0,0.108,-3.395,0.0477,162.005,0.396,Hip-Hop
59,0.31,0.476,283133,0.331,2.82E-06,0.172,-14.884,0.0305,130.574,0.24,Rock
62,0.0182,0.378,339493,0.596,1.14E-05,0.144,-5.406,0.0323,135.968,0.172,Rock
65,0.492,0.761,189387,0.592,0.00626,0.61,-9.836,0.0586,123.095,0.332,Rock
,0.819,0.64,,0.196,,0.0978,-11.478,0.0267,143.919,0.301,Rock
67,0.00238,0.236,354393,0.84,0.204,0.303,-3.454,0.0572,129.19,0.189,Rock
44,,0.674,246938,,0,0.289,-6.457,0.061,143.948,0.371,Country
41,0.00976,,-1,0.788,0.395,0.29,-7.772,0.0289,126.355,,Electronic
52,0.00372,0.326,210520,0.935,7.55E-06,0.302,-5.69,0.0698,135.762,0.17,Alternative
59,0.122,,218853,0.601,5.69E-06,0.181,-5.996,0.029,120.4064967,,Rock
,0.0368,,,0.741,,0.402,-3.821,0.0296,75.012,,Rock
52,0.0708,0.458,208253,0.751,0.0105,0.169,-4.681,0.032,140.895,0.387,Rock
71,0.0414,0.686,289560,0.428,0,0.138,-13.072,0.192,141.95,0.329,Hip-Hop
60,0.582,0.421,187134,0.407,0.775,0.117,-10.732,0.0777,80.748,0.238,Alternative
49,0.00591,,193213,0.837,2.83E-05,0.0635,,0.0721,131.668,,Rock
56,0.375,0.677,255040,0.403,0.000269,0.0594,-9.457,0.0291,120.4064967,0.568,Rock
58,0.669,,142933,0.363,0,0.117,-12.484,0.0335,123.263,,Rock
16,0.0246,0.545,225107,0.917,0,0.307,-2.839,0.0352,132.93,0.651,Anime
50,,0.419,271027,,0,0.0967,-5.659,0.0321,143.968,0.242,Alternative
,,0.437,,,,,-11.439,0.0326,,0.0784,
67,0.000932,0.513,258920,0.877,0.000163,0.136,-3.756,0.0292,145.919,0.389,Rock
56,0.245,0.876,127335,0.807,0,0.125,-4.466,0.18,135.754,0.691,Hip-Hop
25,0.0161,0.815,149647,0.666,0.552,0.0745,-5.995,0.227,120.4064967,0.483,Electronic
73,,0.413,-1,,0,0.0793,-5.12,0.255,120.4064967,0.0845,Hip-Hop
54,0.0263,0.314,309640,0.959,0.000148,0.161,-4.657,0.0908,154.221,0.492,Rock
53,0.00358,0.765,460493,0.397,0.715,0.117,-10.538,,123.89,0.15,Rock
45,0.663,0.665,297991,0.634,9.77E-05,0.127,,0.21,93.05,0.43,Jazz
58,0.318,0.492,356947,0.928,0.107,0.0873,-2.261,0.0495,127.995,0.312,Rock
48,0.495,0.95,190240,0.343,0,0.0805,-9.418,0.508,124.051,0.564,Hip-Hop
53,0.164,0.552,295667,0.802,0.00114,0.13,-7.479,0.04,152.807,0.631,Rock
46,0.48,0.809,203327,0.523,0,0.277,-6.335,0.206,133.921,0.827,Hip-Hop
59,0.704,0.178,-1,0.981,7.45E-05,0.854,-1.743,0.162,88.21,0.369,Alternative
59,0.0887,0.691,272379,0.74,0,0.149,-5.884,0.298,78.025,0.41,Rap
67,0.175,0.386,363114,0.562,9.17E-06,0.209,-4.363,0.03,72.945,0.228,Rock
50,0.188,0.766,261176,0.526,0,0.0744,-6.228,0.233,136.105,0.568,Rap
21,0.933,0.16,512173,0.0744,0.761,0.0785,-22.592,0.0408,120.4064967,0.0761,Classical
47,0.324,0.644,85775,0.722,0.892,0.0895,-4.872,0.0787,89.519,0.769,Jazz
,0.547,0.562,,0.394,,0.383,-9.536,,76.277,0.292,Hip-Hop
27,0.0182,0.35,184773,0.658,3.79E-06,0.073,-6.553,0.0568,156.295,0.593,Blues
50,0.0133,0.444,247373,0.609,0,0.0636,-11.19,0.0366,124.005,0.78,Rock
54,0.503,0.22,419400,0.44,0.862,0.12,-9.456,0.0352,79.095,0.13,Rock
50,1.50E-05,0.543,218973,0.866,0.0298,0.32,-4.812,0.0399,137.946,0.321,Rock
53,0.00388,0.615,280347,0.889,0,0.0947,-2.539,0.0371,131.96,0.659,Rock
43,0.00153,0.196,331653,0.737,0.745,0.0865,-8.961,0.0728,96.138,0.0898,Anime
26,0.488,0.522,322547,0.324,0.724,0.551,,0.0408,115.836,0.395,Blues
56,0.038,0.364,260609,0.46,0.00131,0.535,-8.298,0.0425,93.129,0.068,Rock
66,0.0874,0.525,252280,0.741,0.147,0.117,-5.643,0.0311,117.031,0.179,Rock
23,0.000136,0.475,271640,0.822,0,0.106,,0.068,134.776,0.279,Anime
30,0.726,0.377,,0.111,,0.109,-17.324,0.0588,96.688,0.137,Classical
61,0.0534,0.462,-1,0.628,0.00025,0.12,-5.659,0.0274,140.049,0.0981,Rock
33,0.84,,422133,0.00681,0.0844,0.0681,-37.783,0.0456,79.046,,Classical
66,0.445,0.661,180360,0.785,0.000266,0.0854,-5.623,0.0369,91.975,0.371,Rock
48,0.131,0.886,256000,0.503,0.000692,0.104,-7.189,0.0437,120.4064967,0.55,Hip-Hop
71,0.0771,0.712,287733,0.967,0,0.356,-5.206,,145.024,0.895,Rock
60,,0.407,349187,,0,0.234,-10.583,0.0318,113.311,0.404,Rock
50,0.0125,0.264,287613,0.875,0.24,0.0925,-3.371,0.054,120.4064967,0.232,Rock
38,0.00102,0.467,229027,0.973,0.0357,0.0528,-1.236,0.143,93.153,0.445,Anime
,,,,,,,,,,,Jazz
71,0.0314,0.559,205933,0.882,1.71E-05,0.605,-4.281,0.157,126.064,0.634,Rock
60,,0.803,,,,0.079,-6.457,0.0357,115.017,0.933,Rock
42,0.903,0.449,,0.174,,,-12.56,0.0292,,0.288,Country
67,0.338,0.633,-1,0.559,0,0.262,-5.135,0.313,114.983,0.473,Rock
57,0.0218,,257960,0.508,0,0.237,-14.339,0.0402,120.4064967,,Rock
55,,,185907,,0.0802,0.396,-5.411,0.0282,88.062,,Rock
33,0.125,0.726,334173,0.497,0.89,0.104,-10.742,0.0433,125.004,0.459,Electronic
42,,,370160,,0.711,0.119,-8.081,,102,,Jazz
62,0.985,0.657,86944,0.431,0,0.149,-11.147,0.541,83.509,0.935,Hip-Hop
57,0.103,0.279,496573,0.472,0.874,0.063,-16.42,0.0295,115.13,0.135,Rock
60,0.0553,0.568,,0.871,,0.303,-3.453,0.0308,119.99,0.374,Rock
57,,,,,,0.255,-3.633,0.0493,148.062,,Rock
54,0.0145,0.528,209206,0.875,0,0.138,-5.912,0.0436,136.83,0.479,Rock
58,0.0198,0.467,185080,0.815,1.23E-06,0.118,,0.0524,140.047,0.335,Rock
29,0.00843,,275200,0.896,0.0312,0.128,-2.695,0.374,75.897,,Electronic
23,0.019,0.519,256560,0.875,0,0.315,-4.542,0.0406,104.04,0.546,Anime
72,0.605,0.669,231173,0.389,0.16,0.0905,-11.547,0.0306,130.015,0.649,Rock
65,0.858,0.654,134400,0.336,0.385,0.0786,-12.825,0.0379,176.083,0.947,Rock
62,0.0904,0.395,234973,0.538,0.000453,0.0685,-10.3,0.0456,150.785,0.369,Rock
40,0.000636,0.384,180400,0.917,4.35E-05,0.409,-4.516,0.194,79.478,0.443,Blues
60,0.000761,,241627,0.933,0,0.342,-4.759,0.0738,92.998,,Rock
52,0.278,0.542,286440,0.924,0.000437,0.0825,-2.428,0.0829,82.666,0.686,Rock
46,0.0328,0.569,204933,0.948,0.925,0.0928,,0.0512,192.043,0.876,Electronic
46,0.129,,492267,0.352,0.283,0.11,-10.239,0.0345,121.438,,Alternative
13,0.739,0.4,173000,0.437,0.967,0.132,-14.016,0.0503,120.4064967,0.142,Anime
47,0.00382,0.583,224720,0.921,0.459,0.226,-8.38,0.0697,125.98,0.222,Rock
47,0.803,0.193,251173,0.00709,0.208,0.0981,-33.602,,94.681,0.037,Classical
48,,0.368,202467,,0.898,0.082,-3.65,0.0382,84.08,0.615,Alternative
53,0.263,0.2,310933,0.434,0,0.117,-14.274,0.0294,83.876,0.37,Rock
67,0.0999,0.403,240933,0.777,3.28E-06,0.124,-6.416,0.0354,76.329,0.149,Rock
,3.61E-05,0.42,,0.935,,0.0654,-3.63,0.0429,120.4064967,0.682,Anime
54,0.0399,0.575,177960,0.985,0,0.166,-1.038,0.0743,120.4064967,0.476,Rock
65,0.664,0.582,215813,0.443,0,0.0703,-7.816,0.0436,78.071,0.452,Alternative
45,0.000999,0.338,554840,0.812,0.000139,0.11,-4.816,0.0346,160.03,0.317,Alternative
66,0.165,0.589,-1,0.603,0,0.0687,-5.517,0.0435,76.874,0.456,Rock
29,0.972,0.154,450413,0.0118,0.847,0.0709,-31.067,0.0467,80.151,0.0524,Classical
,,0.648,,,,,-6.063,0.0428,,0.51,Hip-Hop
52,0.0132,0.624,245947,0.684,0,0.113,-4.745,0.31,164.07,0.255,Rap
56,3.98E-05,0.476,181667,0.907,4.32E-06,0.353,-3.938,0.0593,96.515,0.303,Rap
57,0.0164,0.638,191126,0.682,1.09E-05,0.457,-3.798,0.0526,142.977,0.206,Rock
31,0.158,0.498,410867,0.571,0.00945,0.0553,-8.341,0.0281,139.226,0.492,Blues
55,,0.2,184427,,0,0.339,-3.424,0.0626,93.977,0.468,Alternative
57,0.554,0.371,148253,0.724,0,0.299,-9.792,0.0562,170.377,0.916,Rock
81,0.387,0.836,-1,0.621,9.16E-05,0.104,-4.685,0.0892,101.995,0.762,Hip-Hop
65,0.000995,0.602,261560,0.755,0.0799,0.412,-5.791,0.0397,135.042,0.646,Rock
51,,0.445,-1,,0.000808,0.0824,-4.979,0.109,144.28,0.573,Alternative
41,0.962,0.683,192200,0.0941,0.762,0.119,-20.776,0.0517,123.967,0.403,Jazz
56,0.0407,,178555,0.625,0.0113,0.536,-7.429,0.0273,120.4064967,,Rock
64,0.263,0.782,-1,0.508,0.0706,0.157,-7.153,0.231,137.954,0.356,Hip-Hop
49,0.32,0.601,229520,0.558,0.375,0.0732,-8.353,0.0441,92.948,0.416,Electronic
26,0.911,0.129,472933,0.0538,0.122,0.0602,-27.769,0.0359,92.218,0.0805,Classical
58,,0.406,320010,,0.000893,0.0967,-7.871,0.0311,118.633,0.246,Rock
57,,,241547,,0.0118,0.0765,-2.843,0.218,99.919,,Rock
60,0.051,0.443,267906,0.778,0,0.267,-3.037,0.0328,148.044,0.418,Rock
23,0.0498,0.708,285427,0.447,1.41E-05,0.273,-10.714,0.052,102.035,0.626,Electronic
58,0.34,0.508,296427,0.638,3.20E-05,0.0769,-4.671,0.0278,120.4064967,0.484,Rock
67,0.0102,0.68,233947,0.536,0.00105,0.113,-6.669,0.0582,119.958,0.417,Rock
40,0.91,0.412,198107,0.0769,0.00144,0.113,-20.142,0.032,171.168,0.518,Country
78,,0.824,137134,,3.70E-06,0.0876,-6.346,0.091,140.039,0.157,Rap
36,0.0914,0.698,218000,0.921,0,0.0602,-4.091,0.0387,120.4064967,0.685,Country
37,,,270690,,0.955,0.206,-5.675,0.0441,73.984,,Jazz
58,0.161,0.416,211487,0.53,1.34E-06,0.108,-8.182,0.0255,102.029,0.379,Rock
71,0.00876,0.533,170813,0.905,0.578,0.0698,-5.27,0.0754,108.9,0.486,Rock
61,,0.285,238076,,0.00392,0.104,-6.833,,154.989,0.372,Rock
59,0.395,0.439,-1,0.469,0.573,0.183,-9.283,0.0311,127.44,0.193,Rock
55,0.287,0.677,237388,0.45,0.00185,0.0992,-9.352,0.0325,119.912,0.432,Rock
40,,0.158,267400,,0.666,0.364,-6.508,0.0649,206.863,0.0653,Blues
60,0.138,0.516,-1,0.745,0,0.114,-5.674,0.0381,120.4064967,0.77,Rock
32,0.995,0.209,,0.0153,,0.0674,-29.801,0.0408,120.4064967,0.118,Classical
40,0.423,0.312,389395,0.379,0.00413,0.951,-9.93,0.0307,105.734,0.285,Country
34,0.428,,643545,0.64,0.00447,0.693,-12.263,0.0761,159.814,,Jazz
56,0.321,,208320,0.488,2.81E-05,0.148,-10.181,0.198,111.838,,Rap
64,4.82E-06,0.55,252533,0.765,0.873,0.132,-8.684,0.0287,120.4064967,0.417,Rock
53,,0.609,216693,,0.00123,0.37,-8.286,,121.768,0.754,Country
25,0.959,0.463,351587,0.039,0.726,0.106,-16.647,0.0728,77.222,0.0979,Blues
72,0.342,0.547,208493,0.596,0.335,0.148,-7.744,0.192,120.4064967,0.368,Hip-Hop
62,0.334,0.486,-1,0.565,0.00041,0.105,,0.0326,167.938,0.21,Rock
63,0.000393,0.272,262133,0.747,4.03E-05,0.16,-4.86,0.0401,202.777,0.255,Rock
65,0.222,0.332,474360,0.623,0.000883,0.278,-12.365,0.0803,182.63,0.416,Rock
37,0.0383,0.594,209877,0.735,0,0.13,-5.408,0.0518,121.947,0.752,Country
74,0.6,0.334,336093,0.472,3.77E-06,0.317,-8.792,0.0277,179.167,0.431,Rock
41,,0.546,418027,,0,0.0975,-8.161,0.026,78.31,0.325,Anime
,0.0661,0.739,,0.471,,0.116,-8.456,0.0436,90.002,0.31,Rock
36,0.0335,0.661,314080,0.559,0.146,0.0822,-10.3,,95.994,0.602,Jazz
39,0.963,0.474,498840,0.0431,0.935,0.11,-25.246,,129.786,0.145,Jazz
59,0.00106,0.582,-1,0.765,0.0506,0.344,-6.544,0.0376,128.164,0.528,Rock
39,0.156,0.529,-1,0.56,0.0299,0.155,-12.972,0.0329,104.516,0.866,Country
55,0.425,0.705,-1,0.811,6.15E-05,0.126,-5.201,0.0285,91.974,0.519,Rock
59,0.104,0.595,,0.792,,,,0.0297,,0.611,Rock
54,0.0822,0.628,224382,0.584,0.433,0.298,-8.03,0.0284,112,0.335,Rock
73,0.506,0.744,328293,0.545,0.0977,0.0649,-9.361,0.0297,97.409,0.346,Rock
,0.426,0.702,,0.901,,0.0368,-4.45,0.0264,97.862,0.919,Rock
25,0.996,0.36,198053,0.0612,0.885,0.11,-25.708,0.0447,92.864,0.11,Classical
48,,0.644,194107,,0.602,0.311,-3.04,0.0316,100.014,0.574,Rock
57,,0.518,-1,,0,0.0722,-13.268,0.0325,120.4064967,0.311,Rock
53,0.392,0.373,331173,0.571,0.0476,0.126,-9.186,0.0334,161.874,0.656,Rock
37,0.0266,0.491,324100,0.943,0,0.21,-3.046,0.0354,92.483,0.396,Anime
59,0.507,0.581,116160,0.821,0,0.108,-4.387,0.0318,136.145,0.968,Rock
70,0.748,0.401,-1,0.527,0.00305,0.359,-15.632,0.0615,133.749,0.208,Rock
77,0.381,0.66,-1,0.383,0,0.119,-9.377,0.0304,83.096,0.381,Rock
61,0.453,0.508,213267,0.493,0,0.241,-8.786,0.0327,127.671,0.467,Country
57,0.242,0.562,181827,0.798,0,0.112,-3.873,0.0311,143.979,0.579,
50,,0.522,141133,,0,0.345,-4.137,0.0461,144.499,0.852,Rock
59,0.293,,248506,0.625,0,0.15,-4.194,0.0542,123.983,,Hip-Hop
65,0.218,0.552,125827,0.742,0,0.339,-7.963,0.0454,138.591,0.751,Rock
42,7.73E-05,,287267,0.879,0.0484,0.329,-5.238,,180.05,,Classical
65,2.87E-05,0.529,,0.92,,0.0582,-4.168,0.0649,111.132,0.438,Rock
23,0.146,0.744,161544,0.65,0.204,0.224,-7.676,0.183,120.4064967,0.357,Electronic
48,0.334,0.768,192923,0.766,0,0.115,-3.697,0.0891,129.985,0.676,Rap
59,0.133,0.445,226827,0.771,0,0.273,-4.607,0.0501,147.913,0.448,Rock
59,0.19,0.444,,0.56,,0.117,-5.179,0.0267,172.224,0.34,Rock
68,0.00107,0.46,,0.796,,,-4.501,0.0333,,0.182,Rock
54,0.274,0.846,163480,0.752,0,0.11,-4.942,0.449,140.018,0.575,Hip-Hop
56,0.00227,0.56,218554,0.688,0,0.0596,-4.437,0.056,76.997,0.611,Rock
37,,0.73,163933,,1.99E-06,0.179,-8.232,0.0434,123.472,0.572,Jazz
50,0.00555,0.74,184490,0.497,0,0.334,-5.309,0.152,147.026,0.067,Hip-Hop
58,0.0196,,246827,0.908,0.0054,0.137,-4.08,0.0649,120.4064967,,Rock
45,,0.741,289800,,0.0325,0.305,-4.674,0.0402,91.017,0.607,Jazz
60,0.13,0.872,247133,0.679,0.00746,0.323,-10.026,0.156,120.4064967,0.948,Rock
46,0.00764,0.377,259773,0.903,9.74E-05,0.109,-6.423,0.0739,195.909,0.353,Alternative
50,0.0571,0.681,-1,0.747,2.12E-06,0.171,-5.731,,106.977,0.282,Country
53,0.0248,0.574,182320,0.701,3.12E-05,0.313,-6.038,0.0572,145.069,0.25,Rock
40,0.168,0.568,368533,0.33,0.546,0.807,-16.029,0.0265,106.142,0.297,Electronic
54,0.424,0.669,269323,0.517,0,0.155,-5.97,0.0345,140.931,0.354,Rock
58,,0.445,192533,,3.51E-05,0.378,,0.134,94.025,0.297,Rock
55,,0.63,212600,,0,0.303,-4.334,0.0312,93.014,0.261,Rock
51,0.035,0.352,-1,0.808,0,0.991,-8.097,0.0425,162.096,0.485,Rock
47,0.054,0.482,-1,0.627,2.99E-06,0.111,-5.779,0.03,95.903,0.17,Alternative
54,0.0173,0.575,246333,0.591,0,0.173,-5.916,,107.967,0.332,Rock
37,0.0468,0.513,230040,0.701,4.83E-06,0.349,-5.592,0.0281,144.944,0.302,Country
53,,0.776,144493,,0,0.169,-3.96,0.142,100.14,0.499,Rap
64,0.412,0.652,163600,0.583,0,0.119,-7.811,0.038,120.4064967,0.744,Rock
38,,0.455,395253,,0.000118,0.246,-10.118,,122.83,0.668,Blues
75,0.0626,,264067,0.505,9.22E-05,0.172,-9.129,0.026,74.807,,Rock
55,0.00698,0.581,234013,0.566,2.93E-06,0.0968,-8.169,0.0357,83.904,0.449,Rock
52,,0.387,227400,,0.275,0.219,-6.981,0.0617,176.426,0.757,Rock
42,,0.47,242147,,0.0328,0.641,-6.885,0.0272,106.92,0.206,Alternative
42,,0.65,204533,,0,0.16,-4.397,0.0331,93.992,0.896,Country
55,0.396,0.326,211520,0.65,0,0.119,-9.574,0.199,84.461,0.438,Rap
73,0.000917,0.433,269373,0.959,0,0.028,,0.0431,120.4064967,0.365,Alternative
66,0.0383,0.668,231467,0.739,0,0.13,-4.919,0.0308,131.918,0.571,Rock
59,,,305680,,0,0.0626,-1.616,0.198,157.02,,Rap
68,,0.665,169000,,4.19E-06,0.125,-8.438,0.0307,137.453,0.731,Rock
21,0.00112,0.626,211587,0.881,1.07E-05,0.254,-4.835,0.0352,128.045,0.75,Anime
27,0.665,0.327,-1,0.132,0.832,0.249,-17.153,0.0413,120.4064967,0.216,Classical
58,0.00235,,397768,0.854,0.00114,0.158,-7.531,0.0494,100.175,,Rock
50,0.64,0.651,146240,0.712,6.09E-05,0.0738,-6.79,0.0429,82.961,0.804,Rock
54,0.000564,0.635,325385,0.756,0.868,0.11,-9.421,0.0381,129.998,0.106,Electronic
64,0.0879,0.428,228147,0.429,0.00041,0.168,-6.06,0.049,127.173,0.182,Rock
68,0.377,0.648,349933,0.631,0,0.12,-5.662,0.103,105.989,0.142,Rap
57,,0.626,188600,,0.0219,0.439,-2.734,0.0721,133.204,0.433,Rock
35,0.239,0.556,198320,0.867,0,0.0874,-4.904,0.0321,133.073,0.81,Blues
46,0.00191,0.504,251773,0.952,0,0.699,-3.449,0.0638,104.007,0.237,Alternative
53,,0.726,227187,,0,0.316,-6.677,0.364,82.548,0.607,Hip-Hop
58,0.0751,0.411,-1,0.611,0.000221,0.0762,-4.719,0.0298,140.002,0.138,Rock
56,,0.529,-1,,5.97E-05,0.121,-16.192,0.044,153.466,0.661,Rock
47,0.45,0.381,67520,0.592,0,0.534,-10.879,0.289,84.974,0.673,Hip-Hop
40,0.557,0.531,239730,0.438,0.000133,0.104,-7.955,0.0264,70.996,0.231,Country
28,0.714,0.616,113813,0.186,1.32E-06,0.166,-13.757,0.051,119.747,0.878,Blues
32,0.409,0.528,145027,0.566,0.874,0.0956,-10.951,0.0376,149.885,0.482,Anime
30,0.313,0.616,358387,0.464,0.916,0.109,-17.747,0.0471,177.829,0.113,Electronic
63,0.0285,0.599,180302,0.931,0,0.102,-3.662,0.0517,111.012,0.788,Rock
55,0.266,0.707,221626,0.694,1.04E-06,0.283,-5.381,0.0329,115.993,0.518,Rock
64,,0.824,249533,,0.106,0.0403,-10.96,0.145,73.949,0.895,Rock
62,0.00273,0.449,210707,0.971,0,0.141,-3.66,0.0476,144.031,0.414,Rap
64,0.0299,0.57,222573,0.83,0,0.148,-5.096,0.0579,155.014,0.765,Rock
61,0.796,0.459,268530,0.317,0,0.126,-6.856,0.0279,137.748,0.297,Rock
65,,0.368,-1,,0,0.116,-5.1,0.0443,197.639,0.294,Rock
34,,0.301,260200,,3.86E-05,0.11,-7.615,0.043,90.96,0.595,Blues
40,0.102,,197053,0.837,0,0.0651,-4.385,0.0356,170.034,,Country
72,0.0422,,261280,0.382,4.74E-06,0.411,-10.889,0.0309,116.557,,Rock
51,0.0236,0.47,145120,0.564,3.89E-06,0.103,-9.241,0.216,122.111,0.408,Rap
47,0.0792,0.73,263533,0.543,0.559,0.11,-8.418,0.0638,166.024,0.796,Jazz
50,0.0506,0.502,211147,0.78,0.000518,0.0897,-5.271,0.0339,78.99,0.383,Country
51,0.491,0.617,141091,0.656,7.84E-06,0.0796,-8.023,0.304,84.712,0.475,Rock
60,0.121,0.78,229400,0.467,0.000134,0.314,-6.645,0.253,96.056,0.312,Rap
59,,0.352,456320,,0.0203,0.125,-3.634,0.149,122.897,0.228,Rock
62,0.0316,0.558,,0.896,,,-3.687,0.0545,,0.63,Rock
58,0.00059,0.594,218720,0.858,3.11E-06,0.0642,-4.339,0.0387,138.021,0.663,Rock
50,0.127,0.458,202307,0.805,0,0.664,-5.465,0.16,143.755,0.282,Hip-Hop
66,0.623,0.752,233280,0.543,0.0706,0.107,-9.483,0.0398,126.001,0.282,Rock
56,0.158,0.66,158800,0.557,0,0.543,-9.597,0.03,110.743,0.788,Rock
50,0.981,0.228,441013,0.498,0.864,0.704,-20.596,0.0533,79.023,0.358,Classical
57,6.68E-05,0.448,242995,0.974,0.000391,0.119,-2.919,0.12,137.96,0.224,Rock
30,,0.56,,,,0.0852,-24.839,0.0413,164.163,0.576,Anime
48,,0.741,194581,,0.0597,0.126,-8.28,0.046,129.538,0.2,Hip-Hop
56,,0.542,203120,,0,0.145,-5.137,0.0424,140.9,0.637,Country
52,0.0031,0.769,195347,0.601,0,0.272,-8.402,0.171,168.996,0.448,Hip-Hop
69,0.299,,211212,0.665,0,0.179,-5.611,0.0722,104.239,,Hip-Hop
53,0.0093,,276132,0.646,0.00469,0.101,-6.962,0.0283,173.974,,Rock
61,0.74,0.571,233667,0.281,0,0.163,-10.56,0.0475,142.263,0.294,Rock
